x,y
0.0,10.292157037902992
0.12658227848101267,6.5802184605447085
0.25316455696202533,8.695707623203294
0.379746835443038,12.861920103933487
0.5063291139240507,12.121661312222056
0.6329113924050633,3.966900537585957
0.759493670886076,10.128746265234996
0.8860759493670887,7.204156223208172
1.0126582278481013,7.728318128163631
1.139240506329114,9.64951702480246
1.2658227848101267,9.229599067913014
1.3924050632911393,13.540035710762343
1.518987341772152,11.840075200757436
1.6455696202531647,10.30173391023798
1.7721518987341773,11.648045394438808
1.89873417721519,11.69722551376837
2.0253164556962027,15.558186586561426
2.151898734177215,10.840221411234243
2.278481012658228,12.774646142927388
2.405063291139241,9.652902655512548
2.5316455696202533,4.935967261358525
2.6582278481012658,14.935539330624879
2.7848101265822787,15.947738976325352
2.9113924050632916,11.507682153970547
3.037974683544304,20.923187922595737
3.1645569620253164,10.130573862279656
3.2911392405063293,15.010693273423326
3.417721518987342,14.691613006884525
3.5443037974683547,20.231249035480435
3.670886075949367,20.420734537548952
3.79746835443038,16.85724734038189
3.924050632911393,17.9066394575407
4.050632911392405,14.488541491286878
4.177215189873418,11.589256164948472
4.30379746835443,16.867655957084832
4.4303797468354436,18.760186147818274
4.556962025316456,22.36175811813253
4.6835443037974684,22.65777245774564
4.810126582278482,18.268399294611587
4.936708860759494,18.903218330552477
5.063291139240507,17.044214522520242
5.189873417721519,16.30956644162763
5.3164556962025316,15.830556516732557
5.443037974683545,27.181440109746003
5.569620253164557,20.17990421423871
5.69620253164557,20.77438469010315
5.822784810126583,18.709968350229968
5.9493670886075956,25.18057233331852
6.075949367088608,18.38615455859197
6.2025316455696204,22.969374096066954
6.329113924050633,21.300942088570874
6.455696202531646,25.527796101172722
6.582278481012659,23.214420030331357
6.708860759493671,21.584685726113776
6.835443037974684,25.421782428908088
6.962025316455697,27.171071560958342
7.088607594936709,26.46537445195963
7.215189873417722,27.55298531347251
7.341772151898734,25.122350174653313
7.4683544303797476,26.316839793177827
7.59493670886076,25.767428783254427
7.7215189873417724,27.08589747740369
7.848101265822786,26.104864951334996
7.974683544303798,23.745202825916365
8.10126582278481,29.83607589511569
8.227848101265824,28.478201495172687
8.354430379746836,25.17269609834237
8.481012658227849,31.83138474126087
8.60759493670886,28.100889716976855
8.734177215189874,31.358367832958038
8.860759493670887,33.76955016754527
8.987341772151899,32.348974048727925
9.113924050632912,35.75997420552864
9.240506329113925,29.017041526280817
9.367088607594937,34.30829074631746
9.49367088607595,31.426582385406913
9.620253164556964,31.248368046125243
9.746835443037975,32.50395733482068
9.873417721518988,33.68559556817485
10.0,35.16849602668923
